id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
77AmkZMg8rUgP5mfEvqvMx,0.85,0.0957,106.958,0.0397,0.0744,1.82e-06,4,0.542,0,177787,-6.173,0.31,1,audio_features,spotify:track:77AmkZMg8rUgP5mfEvqvMx
62tM0aOGoG262JQiTqk6hw,0.872,0.223,142.306,0.463,0.0467,0.0,4,0.553,9,223893,-7.684,0.288,0,audio_features,spotify:track:62tM0aOGoG262JQiTqk6hw
5huUHbJJHMxQjE2ySKo0xO,0.681,0.486,105.991,0.0287,0.0103,0.0,4,0.59,0,228653,-4.779,0.142,1,audio_features,spotify:track:5huUHbJJHMxQjE2ySKo0xO
43JngJ3vMsaTL8SiRwEYQp,0.573,0.196,111.994,0.0295,0.0649,0.000359,4,0.746,2,223213,-6.296,0.704,0,audio_features,spotify:track:43JngJ3vMsaTL8SiRwEYQp
0gZLpd9DcSNtOM6GGYGCec,0.182,0.11,105.821,0.0563,0.888,0.00451,3,0.786,9,269693,-14.3,0.403,1,audio_features,spotify:track:0gZLpd9DcSNtOM6GGYGCec
1Q9yJCrqDANqGMKai1gqBM,0.245,0.0892,88.064,0.0259,0.572,0.00534,4,0.477,0,378240,-13.153,0.134,1,audio_features,spotify:track:1Q9yJCrqDANqGMKai1gqBM
2Zgnaip1c876zmBhz9HifI,0.745,0.348,103.971,0.0276,0.439,0.0,4,0.544,3,195547,-3.401,0.455,1,audio_features,spotify:track:2Zgnaip1c876zmBhz9HifI
0YYSMm5CkKwLbOU7QXQz85,0.735,0.101,129.974,0.0802,0.000562,0.874,4,0.649,10,500403,-6.485,0.493,0,audio_features,spotify:track:0YYSMm5CkKwLbOU7QXQz85
7e3j1TVNxsHXqBPF0sRf3X,0.658,0.121,122.08,0.0287,0.013,1.1e-05,4,0.61,0,196253,-5.479,0.346,1,audio_features,spotify:track:7e3j1TVNxsHXqBPF0sRf3X
0bJZ7e9eOBBiIbuGMZV9Wh,0.941,0.0934,110.026,0.069,8.5e-06,0.804,4,0.545,8,249533,-6.252,0.0701,1,audio_features,spotify:track:0bJZ7e9eOBBiIbuGMZV9Wh
6g49RT7mE0ErJdFTfLt9as,0.752,0.159,167.906,0.0404,0.00247,0.0,3,0.422,11,216893,-5.56,0.298,1,audio_features,spotify:track:6g49RT7mE0ErJdFTfLt9as
720y5muGgQF9WBiCaPmdng,0.852,0.0957,100.004,0.0353,0.00152,0.0019,4,0.537,10,240720,-5.122,0.22,1,audio_features,spotify:track:720y5muGgQF9WBiCaPmdng
0Mwd7G3eZmlTWW3VaXlGgF,0.354,0.991,106.712,0.0385,0.872,0.000208,4,0.352,10,360440,-10.303,0.131,0,audio_features,spotify:track:0Mwd7G3eZmlTWW3VaXlGgF
3NrApVoVOgFz1HLl66gBCP,0.718,0.114,124.008,0.0559,0.00603,0.841,4,0.795,6,541349,-9.281,0.737,0,audio_features,spotify:track:3NrApVoVOgFz1HLl66gBCP
1NdNtBbJUnX07t3PNl2Ufx,0.835,0.232,121.999,0.0469,0.0718,0.894,4,0.696,2,598199,-9.72,0.424,0,audio_features,spotify:track:1NdNtBbJUnX07t3PNl2Ufx
4hI0icASK1aV5IMAxmCmBP,0.534,0.0759,245.997,0.0914,0.0628,0.85,4,0.63,9,393633,-8.504,0.713,0,audio_features,spotify:track:4hI0icASK1aV5IMAxmCmBP
76kpdX7ELRFOJ2wXXMvXWQ,0.505,0.111,117.97,0.0613,0.1,0.75,4,0.822,10,426655,-8.769,0.574,0,audio_features,spotify:track:76kpdX7ELRFOJ2wXXMvXWQ
1OmzikYW2vlD8yAZ1yyLsi,0.905,0.11,179.894,0.0923,0.000234,0.0,4,0.321,5,204851,-4.184,0.374,0,audio_features,spotify:track:1OmzikYW2vlD8yAZ1yyLsi
5Ei13TJVH9ZmJhvGR1jJwA,0.865,0.137,95.064,0.106,0.000577,3.75e-06,3,0.214,10,238125,-5.175,0.374,0,audio_features,spotify:track:5Ei13TJVH9ZmJhvGR1jJwA
3duAPdNltWzrnea3sZmdaE,0.472,0.103,120.005,0.077,0.128,0.381,4,0.801,4,473551,-9.948,0.467,1,audio_features,spotify:track:3duAPdNltWzrnea3sZmdaE
346ueNXkmT10VpJaZqspgS,0.43,0.116,125.957,0.0327,0.703,0.000203,4,0.558,9,299268,-10.843,0.18,0,audio_features,spotify:track:346ueNXkmT10VpJaZqspgS
1Z8j3DHxRi1u6cOAXemLgn,0.878,0.129,120.018,0.0306,0.00236,0.119,4,0.697,4,196813,-3.928,0.644,0,audio_features,spotify:track:1Z8j3DHxRi1u6cOAXemLgn
34GmTxmlK3TGlmqYCbcQKT,0.818,0.687,129.965,0.055,0.146,0.0,4,0.751,7,213293,-4.601,0.654,0,audio_features,spotify:track:34GmTxmlK3TGlmqYCbcQKT
3Xc4wEcmEfeljedPXLTNHv,0.568,0.151,111.082,0.118,0.00048,0.792,4,0.754,10,218918,-6.659,0.567,0,audio_features,spotify:track:3Xc4wEcmEfeljedPXLTNHv
0gUiRGVtNJXSf3zlTmDOjv,0.625,0.106,156.043,0.0305,0.0358,2.61e-06,4,0.322,5,270453,-6.665,0.245,0,audio_features,spotify:track:0gUiRGVtNJXSf3zlTmDOjv
654PZ0txxgXfa2wkQ4urCs,0.725,0.111,123.953,0.0358,0.545,0.358,4,0.655,9,456774,-9.93,0.355,0,audio_features,spotify:track:654PZ0txxgXfa2wkQ4urCs
53J4uj54QYqmuZ9caHnNMs,0.753,0.218,123.962,0.497,0.00991,0.0371,4,0.731,2,309677,-7.258,0.464,1,audio_features,spotify:track:53J4uj54QYqmuZ9caHnNMs
54s7NH3Lnu8nlrX08VPwFI,0.948,0.0607,127.473,0.15,0.000461,0.00031,4,0.552,2,282467,-4.896,0.502,1,audio_features,spotify:track:54s7NH3Lnu8nlrX08VPwFI
3SBkjayycDj1qhJVpS9yuE,0.86,0.119,145.8,0.056,0.000453,0.00108,4,0.282,9,422840,-6.725,0.429,1,audio_features,spotify:track:3SBkjayycDj1qhJVpS9yuE
4VPbHvfWoONDBMPReOycQI,0.89,0.0865,170.381,0.0534,4.41e-05,1.65e-06,4,0.256,1,262067,-4.701,0.429,0,audio_features,spotify:track:4VPbHvfWoONDBMPReOycQI
6dNOiyqgkyi1lkhz7PknRL,0.919,0.417,135.018,0.0599,6.69e-05,2.01e-05,4,0.395,11,262000,-5.695,0.386,0,audio_features,spotify:track:6dNOiyqgkyi1lkhz7PknRL
6Hei5P7OCkUOzmTfVITRwn,0.91,0.0705,159.95,0.0435,0.00338,0.0,4,0.69,10,211522,-6.519,0.962,0,audio_features,spotify:track:6Hei5P7OCkUOzmTfVITRwn
3GJP6QHFo8YemQmgIHo5xo,0.155,0.117,93.697,0.0446,0.81,0.142,3,0.43,7,109507,-21.736,0.74,1,audio_features,spotify:track:3GJP6QHFo8YemQmgIHo5xo
3wbeC6uy7PHGIUOKXRyRSU,0.9,0.126,98.947,0.052,7.47e-05,9.33e-05,4,0.469,11,259391,-4.459,0.21,1,audio_features,spotify:track:3wbeC6uy7PHGIUOKXRyRSU
68pN2UQYhwQgPy7VrCFKuV,0.835,0.0581,116.041,0.0504,0.000192,0.0,4,0.566,9,207093,-5.885,0.749,1,audio_features,spotify:track:68pN2UQYhwQgPy7VrCFKuV
6gCiaR5fK0UKWhSPE4fsBq,0.879,0.243,157.957,0.102,0.0199,0.00239,4,0.356,7,238733,-5.302,0.277,0,audio_features,spotify:track:6gCiaR5fK0UKWhSPE4fsBq
1w7CYRHXbGOkpjnjuMcqRh,0.959,0.252,166.006,0.0868,0.000528,0.0,4,0.414,2,227213,-3.245,0.586,0,audio_features,spotify:track:1w7CYRHXbGOkpjnjuMcqRh
13tG7PiXorXsLGmDrJbKdm,0.973,0.272,120.167,0.0474,0.0252,0.0651,4,0.443,11,189173,-1.606,0.506,1,audio_features,spotify:track:13tG7PiXorXsLGmDrJbKdm
0B3jNEorGOPDJvjOFzxba8,0.678,0.204,84.843,0.0587,0.259,0.0,4,0.47,4,246600,-8.018,0.24,1,audio_features,spotify:track:0B3jNEorGOPDJvjOFzxba8
72wlKHX7TBSltHcTtcv5Gx,0.824,0.11,161.974,0.0401,0.00943,0.0,4,0.368,1,278813,-4.07,0.12,0,audio_features,spotify:track:72wlKHX7TBSltHcTtcv5Gx
2dncqWo9E9yskMOwjR1ui1,0.688,0.416,122.118,0.0419,0.139,0.0,4,0.376,10,458507,-4.581,0.389,1,audio_features,spotify:track:2dncqWo9E9yskMOwjR1ui1
4nNtFcKVOcAjnsrYtHpmHg,0.809,0.116,166.018,0.0391,7.67e-05,0.00135,4,0.298,6,247200,-2.901,0.336,0,audio_features,spotify:track:4nNtFcKVOcAjnsrYtHpmHg
7gHxvHuYUxKjWzNkroLTtx,0.561,0.0699,75.802,0.0308,0.0639,7.15e-06,4,0.491,8,241395,-7.932,0.432,1,audio_features,spotify:track:7gHxvHuYUxKjWzNkroLTtx
4rlURZWaFsuy8otpHlI0zs,0.882,0.0986,137.138,0.0523,0.00318,0.0228,4,0.527,4,207540,-6.502,0.597,0,audio_features,spotify:track:4rlURZWaFsuy8otpHlI0zs
1p7mbqeQUs5dfRBpXb64WY,0.777,0.168,90.294,0.0294,0.0608,0.0,4,0.476,0,238887,-6.8,0.522,1,audio_features,spotify:track:1p7mbqeQUs5dfRBpXb64WY
0NSHAH1dKQTMrmWfVTd8ZP,0.91,0.118,169.594,0.0529,0.0092,0.0,4,0.367,9,196920,-2.644,0.349,0,audio_features,spotify:track:0NSHAH1dKQTMrmWfVTd8ZP
1NkGsNB0sW0HxcKleyhyiE,0.329,0.384,151.699,0.0286,0.687,0.0,4,0.392,0,230200,-9.405,0.453,1,audio_features,spotify:track:1NkGsNB0sW0HxcKleyhyiE
49k4UOgRwg5OdwhuuNvHnp,0.896,0.121,119.053,0.038,0.000407,8.61e-05,4,0.498,1,289507,-5.518,0.71,1,audio_features,spotify:track:49k4UOgRwg5OdwhuuNvHnp
38deytYbP2Q7nHcW61b4ro,0.728,0.109,104.017,0.0328,0.0128,6.45e-05,4,0.672,4,226707,-4.662,0.835,1,audio_features,spotify:track:38deytYbP2Q7nHcW61b4ro
22RL4lzefDSzguxQ5zvYH3,0.418,0.0982,76.949,0.0293,0.553,0.0,4,0.637,4,253080,-7.022,0.251,1,audio_features,spotify:track:22RL4lzefDSzguxQ5zvYH3
0XYyQel2cYzXP0E2HGk0eB,0.734,0.0403,100.011,0.194,0.0743,0.00893,4,0.782,1,253533,-7.169,0.83,0,audio_features,spotify:track:0XYyQel2cYzXP0E2HGk0eB
5UuikgHTxSRFRnC0zXx10i,0.601,0.304,122.591,0.0621,0.00809,0.000761,4,0.453,5,395293,-9.537,0.486,1,audio_features,spotify:track:5UuikgHTxSRFRnC0zXx10i
4CymQJOGE65TuQfYgR7xpT,0.532,0.101,127.986,0.135,0.000705,0.894,4,0.924,0,331875,-9.817,0.469,0,audio_features,spotify:track:4CymQJOGE65TuQfYgR7xpT
02MDFQ1vsB01uvmxrptDMY,0.916,0.339,92.988,0.0332,0.00505,0.00136,4,0.491,4,197978,-4.945,0.723,0,audio_features,spotify:track:02MDFQ1vsB01uvmxrptDMY
37hv4njU4sHxZAGCmBjd7f,0.862,0.0864,116.972,0.0371,0.0132,0.598,4,0.66,7,271248,-5.602,0.254,1,audio_features,spotify:track:37hv4njU4sHxZAGCmBjd7f
3riLuad4FNksPRMzaHke3P,0.56,0.138,126.008,0.0721,0.000935,0.799,4,0.755,10,521427,-7.732,0.529,1,audio_features,spotify:track:3riLuad4FNksPRMzaHke3P
5JvTbKF57YCbYAjx1uMv7k,0.741,0.888,82.967,0.041,0.00165,0.00499,4,0.244,4,280613,-4.957,0.244,0,audio_features,spotify:track:5JvTbKF57YCbYAjx1uMv7k
1NhHIZtTlXVjNtrkKNSSt1,0.69,0.0684,118.989,0.0977,0.00576,0.0107,4,0.77,9,347387,-4.903,0.719,0,audio_features,spotify:track:1NhHIZtTlXVjNtrkKNSSt1
3ehpjTKutg9FeasSAFQ5p4,0.878,0.0483,127.001,0.0423,0.00811,0.83,4,0.745,10,637893,-6.706,0.313,1,audio_features,spotify:track:3ehpjTKutg9FeasSAFQ5p4
0uVyMvJIdNgWUbwJNYGNqU,0.585,0.0971,126.007,0.0507,0.00944,0.895,3,0.749,10,411307,-10.117,0.368,1,audio_features,spotify:track:0uVyMvJIdNgWUbwJNYGNqU
2emjgVnrbTxBpdP6Ww0aJo,0.897,0.103,100.069,0.0779,0.172,2.89e-06,4,0.641,9,198000,-4.369,0.6,1,audio_features,spotify:track:2emjgVnrbTxBpdP6Ww0aJo
16UCgrePMyBPrtnBaGd4nt,0.396,0.116,115.377,0.0312,0.308,0.00018,4,0.491,2,371360,-6.929,0.144,1,audio_features,spotify:track:16UCgrePMyBPrtnBaGd4nt
57WyFtg2O7OKq7pbfjPcee,0.964,0.106,171.106,0.226,0.00103,0.0,4,0.221,3,220800,-3.479,0.504,1,audio_features,spotify:track:57WyFtg2O7OKq7pbfjPcee
07vFoIywXHy1umQJeYUmiS,0.912,0.15,100.026,0.0534,1.88e-05,1.36e-05,4,0.551,6,221347,-3.33,0.666,1,audio_features,spotify:track:07vFoIywXHy1umQJeYUmiS
0q1w4iSyVr4hNIL0sHDcIt,0.848,0.287,156.049,0.0438,0.000331,0.0,4,0.454,1,240920,-4.034,0.612,1,audio_features,spotify:track:0q1w4iSyVr4hNIL0sHDcIt
3bepDVJI8tECicV9bDsSxt,0.689,0.564,147.412,0.184,0.108,0.161,4,0.334,0,759360,-7.316,0.474,0,audio_features,spotify:track:3bepDVJI8tECicV9bDsSxt
2Xdatbm43IXEVi0wmKeJve,0.761,0.109,108.999,0.0267,0.221,0.0,4,0.646,7,210973,-3.991,0.336,1,audio_features,spotify:track:2Xdatbm43IXEVi0wmKeJve
77Ghdk9ECpmH5GyvbmEZzO,0.575,0.317,126.334,0.173,0.669,0.0,4,0.634,5,104648,-9.451,0.434,0,audio_features,spotify:track:77Ghdk9ECpmH5GyvbmEZzO
4pW6o8JkWEJtPQutrKU0E0,0.811,0.715,134.949,0.038,3.03e-05,0.523,4,0.521,10,225800,-4.413,0.682,0,audio_features,spotify:track:4pW6o8JkWEJtPQutrKU0E0
1p1nO35bbi4ZlQgjIA4oa4,0.912,0.582,183.035,0.0646,0.0014,0.000271,3,0.309,4,231533,-3.881,0.302,0,audio_features,spotify:track:1p1nO35bbi4ZlQgjIA4oa4
0c0NdYjMaiVg8jHKScIdP5,0.725,0.0827,126.998,0.0604,7.79e-05,0.892,4,0.806,1,499538,-9.245,0.0981,1,audio_features,spotify:track:0c0NdYjMaiVg8jHKScIdP5
6PwR4g2eIi5ZBVuR0t9w6s,0.565,0.125,121.382,0.0342,0.00244,0.681,4,0.705,6,304733,-6.585,0.356,1,audio_features,spotify:track:6PwR4g2eIi5ZBVuR0t9w6s
1ytTeSRAU6IRo2itVDwtPv,0.43,0.129,91.841,0.0369,0.0102,0.000141,4,0.515,7,238640,-9.935,0.104,1,audio_features,spotify:track:1ytTeSRAU6IRo2itVDwtPv
0h0YqnjjpXJNzUDlrBDilE,0.906,0.0782,125.981,0.0396,0.0315,0.156,4,0.619,8,182488,-4.183,0.557,0,audio_features,spotify:track:0h0YqnjjpXJNzUDlrBDilE
1z7pafCUc4BJJXtfBP23Ia,0.885,0.138,125.997,0.0321,0.00786,1.95e-06,4,0.556,6,198139,-4.045,0.771,1,audio_features,spotify:track:1z7pafCUc4BJJXtfBP23Ia
3LOAUj7FDG8aroomK1yNdA,0.929,0.45,127.983,0.0368,0.061,0.947,4,0.549,4,181322,-3.108,0.761,0,audio_features,spotify:track:3LOAUj7FDG8aroomK1yNdA
6DzbmjkVZpz1mrDobAoJI8,0.784,0.15,114.671,0.054,0.00192,0.0,4,0.263,7,214040,-6.514,0.385,1,audio_features,spotify:track:6DzbmjkVZpz1mrDobAoJI8
31MOjWj3CT3dCQsMV2b8Wu,0.893,0.0626,130.475,0.0378,6.47e-05,0.383,4,0.681,7,244720,-8.485,0.951,1,audio_features,spotify:track:31MOjWj3CT3dCQsMV2b8Wu
44o133pWBxzsT5OpXsfJpi,0.934,0.0955,124.691,0.037,0.103,0.67,4,0.621,7,322640,-8.197,0.896,1,audio_features,spotify:track:44o133pWBxzsT5OpXsfJpi
48777AboKgh2UsZbR21bDC,0.872,0.122,141.855,0.0498,0.0285,0.0,4,0.423,3,202320,-3.199,0.493,1,audio_features,spotify:track:48777AboKgh2UsZbR21bDC
6nyNxkZ5YQHxDhd2C3xChp,0.744,0.106,71.832,0.0585,0.000222,0.000426,4,0.311,2,300093,-4.609,0.531,1,audio_features,spotify:track:6nyNxkZ5YQHxDhd2C3xChp
7c2Q7W1NTOs28Y0oJ0UIFN,0.874,0.0625,88.036,0.0474,0.00294,0.0,4,0.67,1,225933,-4.333,0.861,1,audio_features,spotify:track:7c2Q7W1NTOs28Y0oJ0UIFN
3fPSHjVO4iwwGEhHvTwlNb,0.984,0.377,156.921,0.114,0.000141,4.28e-05,4,0.462,6,253707,-3.559,0.327,0,audio_features,spotify:track:3fPSHjVO4iwwGEhHvTwlNb
07sJ4xKLvWusl7pb90U9b3,0.972,0.0763,162.95,0.0955,0.000223,0.0,4,0.473,2,236960,-3.138,0.475,0,audio_features,spotify:track:07sJ4xKLvWusl7pb90U9b3
6JnFVmPyJvjnfBag0hhIFa,0.961,0.108,124.715,0.145,0.00133,0.00335,4,0.351,7,211133,-3.942,0.416,0,audio_features,spotify:track:6JnFVmPyJvjnfBag0hhIFa
5JSt5uOkjLDMqWNTzVSMXX,0.712,0.353,122.991,0.0306,4.12e-05,0.00408,4,0.569,4,379747,-6.279,0.24,1,audio_features,spotify:track:5JSt5uOkjLDMqWNTzVSMXX
48mJX9eRwMZdL1h8iRtjhJ,0.809,0.116,149.459,0.0447,0.00496,0.0126,3,0.279,6,478133,-4.717,0.131,0,audio_features,spotify:track:48mJX9eRwMZdL1h8iRtjhJ
0Etjx0wbI3vCJAA054J5ZY,0.792,0.241,175.879,0.346,0.109,0.0,4,0.438,5,197852,-6.884,0.463,0,audio_features,spotify:track:0Etjx0wbI3vCJAA054J5ZY
0XzkemXSiXJa7VgDFPfU4S,0.503,0.0761,119.998,0.0494,0.00453,1.87e-05,4,0.862,7,263053,-7.703,0.863,1,audio_features,spotify:track:0XzkemXSiXJa7VgDFPfU4S
5ZOhKoqC0mqXmpBERIvxP3,0.977,0.172,110.003,0.0524,0.0111,0.0,4,0.574,9,231320,-4.543,0.53,0,audio_features,spotify:track:5ZOhKoqC0mqXmpBERIvxP3
2T2BQmLdrOq3Duyj6niaEf,0.901,0.0907,140.033,0.0821,0.00554,0.0,4,0.48,9,161464,-4.174,0.419,1,audio_features,spotify:track:2T2BQmLdrOq3Duyj6niaEf
0DxgtdSu5sj5BiG4HGoZ1Y,0.983,0.0708,124.536,0.212,0.00107,0.296,4,0.343,0,269360,-2.359,0.186,0,audio_features,spotify:track:0DxgtdSu5sj5BiG4HGoZ1Y
15tlh04BncIjh8dxsiOOgf,0.47,0.121,204.026,0.0353,0.309,0.000798,4,0.243,4,204973,-8.194,0.393,0,audio_features,spotify:track:15tlh04BncIjh8dxsiOOgf
1c4a9DM3ow1wFxvY7WUEqo,0.361,0.88,88.024,0.119,0.29,0.0024,4,0.429,6,375227,-14.842,0.598,0,audio_features,spotify:track:1c4a9DM3ow1wFxvY7WUEqo
56AKppkDLlDd2Sr4Kd0FhL,0.812,0.0405,122.806,0.0529,0.0127,1.01e-05,4,0.781,4,271800,-12.565,0.815,1,audio_features,spotify:track:56AKppkDLlDd2Sr4Kd0FhL
0lKTwaoezVFOd1MC6MqViz,0.832,0.333,167.467,0.0448,0.0586,0.0,4,0.376,7,239693,-4.329,0.443,1,audio_features,spotify:track:0lKTwaoezVFOd1MC6MqViz
4OhQ5HjyUm1FNHlbM0Oq4F,0.461,0.221,92.705,0.0288,0.781,0.0117,4,0.807,2,191640,-12.758,0.705,1,audio_features,spotify:track:4OhQ5HjyUm1FNHlbM0Oq4F
0bdWQe19IhWYNwZYZRDMvS,0.8,0.148,95.229,0.0285,5.58e-05,0.000795,4,0.459,2,293973,-4.151,0.332,1,audio_features,spotify:track:0bdWQe19IhWYNwZYZRDMvS
2WA1bjJmejhimkPEAJZIAw,0.657,0.0563,116.175,0.0429,0.00357,0.0179,4,0.723,2,275733,-5.372,0.803,1,audio_features,spotify:track:2WA1bjJmejhimkPEAJZIAw
4EBisBBehGON4ESJsNZBsP,0.718,0.0415,115.993,0.0669,0.0479,0.432,4,0.703,1,260173,-7.522,0.785,1,audio_features,spotify:track:4EBisBBehGON4ESJsNZBsP
79dhcteL7MrY8SfJvwKxzu,0.707,0.206,80.543,0.0344,0.00439,0.00256,4,0.533,9,244680,-6.11,0.58,0,audio_features,spotify:track:79dhcteL7MrY8SfJvwKxzu
1352ab20uMPsZR0SbEbFuI,0.8,0.529,170.087,0.0389,0.000125,0.000316,4,0.408,2,248707,-5.641,0.388,1,audio_features,spotify:track:1352ab20uMPsZR0SbEbFuI
7Lp4k0AXRHAd7F58ngCGRv,0.701,0.109,126.0,0.0886,0.00215,0.797,4,0.832,1,447382,-7.669,0.491,1,audio_features,spotify:track:7Lp4k0AXRHAd7F58ngCGRv
4In6YbLZkQsVnjXdXUKcEi,0.757,0.741,109.781,0.0302,0.00643,0.0,4,0.585,4,216760,-5.424,0.619,1,audio_features,spotify:track:4In6YbLZkQsVnjXdXUKcEi
0rFsVJPJvnVSvB7UDqZ3pc,0.781,0.122,145.0,0.038,0.0149,3.98e-06,4,0.526,8,223573,-7.489,0.241,1,audio_features,spotify:track:0rFsVJPJvnVSvB7UDqZ3pc
76aadnUFFANRNDs6L3aqxw,0.753,0.389,105.754,0.036,0.0417,0.0,4,0.545,3,282947,-4.618,0.434,0,audio_features,spotify:track:76aadnUFFANRNDs6L3aqxw
6UFhNbE4sLRUoM52kC4Xl4,0.337,0.67,109.373,0.0284,0.644,8.79e-05,4,0.561,8,267253,-9.272,0.273,1,audio_features,spotify:track:6UFhNbE4sLRUoM52kC4Xl4
2TJ6UigIqFussSnD30LKl6,0.411,0.246,104.116,0.0374,0.139,0.0,4,0.707,4,163053,-12.576,0.629,0,audio_features,spotify:track:2TJ6UigIqFussSnD30LKl6
034tFGRsa8zNOV0Ph2WT9G,0.884,0.102,105.014,0.037,0.0176,0.0,4,0.652,2,238467,-4.665,0.844,1,audio_features,spotify:track:034tFGRsa8zNOV0Ph2WT9G
4CNZJDKu6SYEk8ec2sbGVF,0.894,0.274,92.702,0.0409,0.000788,0.138,4,0.454,11,272600,-4.279,0.434,0,audio_features,spotify:track:4CNZJDKu6SYEk8ec2sbGVF
1mq756cRNyVTnykm4mHOgx,0.575,0.0943,105.243,0.0407,0.207,0.00283,4,0.748,10,151760,-8.279,0.853,1,audio_features,spotify:track:1mq756cRNyVTnykm4mHOgx
6JkXkjHtGdh8Ty77s1DrGk,0.881,0.304,126.988,0.12,0.0101,0.0691,4,0.889,9,183616,-5.012,0.892,0,audio_features,spotify:track:6JkXkjHtGdh8Ty77s1DrGk
0daIjGPD3QMxGgJI0DaLBV,0.776,0.834,128.038,0.0443,0.0152,0.0153,4,0.432,8,211680,-3.474,0.667,1,audio_features,spotify:track:0daIjGPD3QMxGgJI0DaLBV
47JdQagntJMT9Blmk0JPZk,0.226,0.326,133.587,0.0394,0.84,0.891,3,0.231,8,306533,-13.117,0.0356,1,audio_features,spotify:track:47JdQagntJMT9Blmk0JPZk
2JigcK5JYb1sJOw88sqZz6,0.683,0.324,167.213,0.0354,0.0388,4.3e-05,4,0.286,10,319520,-6.116,0.0999,0,audio_features,spotify:track:2JigcK5JYb1sJOw88sqZz6
5yl8n1VnhvaSXdvdWnQ0sg,0.975,0.133,150.055,0.0659,0.00421,0.0,4,0.41,9,241773,-2.038,0.262,1,audio_features,spotify:track:5yl8n1VnhvaSXdvdWnQ0sg
0CkaiNviAmSS0f8RdY8MJr,0.631,0.193,96.176,0.0515,0.227,0.000149,4,0.671,7,217600,-10.499,0.843,1,audio_features,spotify:track:0CkaiNviAmSS0f8RdY8MJr
1UzzFScnVq6RrcvrmQObMf,0.37,0.0596,124.038,0.313,0.0624,2.75e-05,4,0.655,7,354880,-11.042,0.618,1,audio_features,spotify:track:1UzzFScnVq6RrcvrmQObMf
0HPa5cfyUdzf3qskA3F0zK,0.228,0.702,81.277,0.063,0.878,2.82e-05,4,0.405,4,138427,-14.715,0.513,0,audio_features,spotify:track:0HPa5cfyUdzf3qskA3F0zK
6GDMGh7WKuOBIBU8zCfNJz,0.396,0.102,95.003,0.0273,0.275,0.000305,4,0.465,8,196441,-8.359,0.0752,1,audio_features,spotify:track:6GDMGh7WKuOBIBU8zCfNJz
2XFibNoRKmsWVAE8n0rAUp,0.985,0.353,164.675,0.0845,0.0115,0.000324,4,0.437,7,141933,-4.348,0.593,1,audio_features,spotify:track:2XFibNoRKmsWVAE8n0rAUp
4Eq7PCaAWn39EW8LZjTzcO,0.709,0.12,133.378,0.0333,0.0502,0.0,4,0.478,5,266480,-5.169,0.2,0,audio_features,spotify:track:4Eq7PCaAWn39EW8LZjTzcO
79q7xFOodcfIVbpNHjE2gB,0.874,0.122,172.804,0.0602,0.00307,0.014,4,0.252,9,367947,-6.596,0.377,0,audio_features,spotify:track:79q7xFOodcfIVbpNHjE2gB
6hyQ7S07kjJ02Wh4wFbSPS,0.814,0.129,107.017,0.0337,0.153,0.921,4,0.674,8,361682,-8.586,0.768,0,audio_features,spotify:track:6hyQ7S07kjJ02Wh4wFbSPS
2x8oxh8Iouq9tcK8OnwzpZ,0.512,0.372,123.945,0.0885,0.00158,0.88,3,0.757,10,526574,-10.308,0.204,1,audio_features,spotify:track:2x8oxh8Iouq9tcK8OnwzpZ
5UIEEskKxf9l835KUn3Q4S,0.551,0.335,121.992,0.0372,0.000881,0.841,4,0.817,1,480026,-7.562,0.408,1,audio_features,spotify:track:5UIEEskKxf9l835KUn3Q4S
6jwS43q1m1jvf76tmOo1Hc,0.789,0.309,91.991,0.0791,0.0119,0.591,4,0.491,10,341707,-10.652,0.125,0,audio_features,spotify:track:6jwS43q1m1jvf76tmOo1Hc
20cpJgosGV9jJN80pI63CI,0.815,0.0592,119.994,0.0464,0.0254,0.776,4,0.64,1,563307,-5.218,0.729,0,audio_features,spotify:track:20cpJgosGV9jJN80pI63CI
50yVEqOnLHtRTHWq3PWBuZ,0.547,0.235,122.63,0.0297,0.0716,0.14,4,0.688,3,166760,-11.659,0.921,1,audio_features,spotify:track:50yVEqOnLHtRTHWq3PWBuZ
3Dc5XQEOtLbS8tQVngN3lj,0.785,0.243,133.289,0.031,0.013,0.000318,4,0.332,11,345549,-8.06,0.129,0,audio_features,spotify:track:3Dc5XQEOtLbS8tQVngN3lj
3zu2CuVTJwaZn2m4rBzaUO,0.88,0.118,129.007,0.0463,0.0144,0.0021,4,0.632,2,403493,-4.051,0.338,1,audio_features,spotify:track:3zu2CuVTJwaZn2m4rBzaUO
3uulVrxiI7iLTjOBZsaiF8,0.901,0.391,162.994,0.118,0.119,0.0,4,0.636,1,165908,-7.094,0.836,0,audio_features,spotify:track:3uulVrxiI7iLTjOBZsaiF8
3Ac2L5Fm7wI4vkG0dh3f41,0.514,0.113,91.085,0.0487,0.153,1.03e-06,4,0.722,9,266293,-8.378,0.726,1,audio_features,spotify:track:3Ac2L5Fm7wI4vkG0dh3f41
5bVmuxniUeQh5dicBL6eQZ,0.568,0.0621,111.029,0.0942,0.0486,4.93e-05,4,0.711,2,205493,-6.276,0.487,0,audio_features,spotify:track:5bVmuxniUeQh5dicBL6eQZ
